0,0,0,556.572,554.934
48,0,0,710.738,574.978
96,0,0,849.672,592.435
144,0,0,976.673,608.07
192,0,0,1087.77,621.952
0,48,0,563.989,706.088
48,48,0,717.852,717.667
96,48,0,856.622,728.279
144,48,0,981.378,738.748
192,48,0,1094.71,746.999
0,96,0,572.233,855.807
48,96,0,724.896,859.91
96,96,0,861.951,862.987
144,96,0,986.785,866.701
192,96,0,1099.85,869.371
0,144,0,579.834,1005.14
48,144,0,731.83,1000.95
96,144,0,868.495,997.782
144,144,0,991.418,993.272
192,144,0,1104.94,991.301
0,192,0,587.477,1152.78
48,192,0,738.937,1141.45
96,192,0,873.789,1130.33
144,192,0,997.874,1121.74
192,192,0,1109.37,1111.55
0,240,0,595.599,1299.84
48,240,0,745.364,1280.34
96,240,0,881.679,1262.92
144,240,0,1002.94,1246.69
192,240,0,1115.9,1232.94
0,288,0,602.495,1445.69
48,288,0,752.801,1419.25
96,288,0,887.612,1395.15
144,288,0,1009.7,1373.38
192,288,0,1121.41,1354.1
