0,0,0,765.522,165.007
48,0,0,702.156,176.097
96,0,0,644.33,186.216
144,0,0,591.349,195.488
192,0,0,542.628,204.015
0,48,0,767.589,235.947
48,48,0,704.245,243.779
96,48,0,646.429,250.927
144,48,0,593.449,257.477
192,48,0,544.722,263.502
0,96,0,769.649,306.615
48,96,0,706.326,311.214
96,96,0,648.521,315.412
144,96,0,595.542,319.259
192,96,0,546.809,322.799
0,144,0,771.701,377.013
48,144,0,708.4,378.403
96,144,0,650.605,379.672
144,144,0,597.628,380.835
192,144,0,548.89,381.905
0,192,0,773.745,447.144
48,192,0,710.467,445.348
96,192,0,652.683,443.709
144,192,0,599.707,442.205
192,192,0,550.963,440.822
0,240,0,775.781,517.008
48,240,0,712.526,512.051
96,240,0,654.753,507.523
144,240,0,601.779,503.372
192,240,0,553.031,499.551
0,288,0,777.81,586.607
48,288,0,714.577,578.511
96,288,0,656.815,571.117
144,288,0,603.844,564.335
192,288,0,555.091,558.093
