0,0,0,454.758,205.852
48,0,0,410.607,200.608
96,0,0,362.48,194.892
144,0,0,309.815,188.636
192,0,0,251.938,181.762
0,48,0,456.527,265.836
48,48,0,412.494,263.179
96,48,0,364.5,260.283
144,48,0,311.985,257.114
192,48,0,254.279,253.632
0,96,0,458.294,325.711
48,96,0,414.379,325.631
96,96,0,366.517,325.544
144,96,0,314.151,325.449
192,96,0,256.615,325.345
0,144,0,460.057,385.477
48,144,0,416.259,387.965
96,144,0,368.529,390.677
144,144,0,316.313,393.643
192,144,0,258.945,396.902
0,192,0,461.817,445.134
48,192,0,418.136,450.181
96,192,0,370.538,455.68
144,192,0,318.47,461.695
192,192,0,261.271,468.303
0,240,0,463.573,504.683
48,240,0,420.01,512.278
96,240,0,372.542,520.554
144,240,0,320.622,529.606
192,240,0,263.591,539.549
0,288,0,465.327,564.124
48,288,0,421.88,574.258
96,288,0,374.543,585.3
144,288,0,322.77,597.376
192,288,0,265.907,610.64
