0,0,0,1881.72,216.653
25,0,0,1877.71,316.986
50,0,0,1872.59,419.076
75,0,0,1866.85,520.397
100,0,0,1861.1,619.721
125,0,0,1854.85,718.882
150,0,0,1849.01,816.084
175,0,0,1842.55,912.081
200,0,0,1835.42,1005.61
0,25,0,1765.4,229.114
25,25,0,1761.19,326.062
50,25,0,1757.2,422.594
75,25,0,1752.48,519.664
100,25,0,1748.12,615.458
125,25,0,1742.47,709.276
150,25,0,1737.3,803.094
175,25,0,1731.15,894.639
200,25,0,1725.64,983.631
0,50,0,1659.2,241.483
25,50,0,1656.01,334.66
50,50,0,1652.58,426.726
75,50,0,1649.03,518.932
100,50,0,1644.83,610.275
125,50,0,1640.13,699.995
150,50,0,1635.8,789.444
175,50,0,1630.64,877.709
200,50,0,1626.09,962.909
0,75,0,1561.27,252.737
25,75,0,1558.94,342.351
50,75,0,1556.28,429.835
75,75,0,1553.66,518.973
100,75,0,1549.75,605.66
125,75,0,1546.49,692.017
150,75,0,1541.82,777.488
175,75,0,1537.73,862.65
200,75,0,1533.38,944.278
0,100,0,1473.22,264.21
25,100,0,1470.3,348.258
50,100,0,1468.72,433.261
75,100,0,1466.12,517.759
100,100,0,1463.77,602.084
125,100,0,1460.96,684.638
150,100,0,1456.79,767.089
175,100,0,1453.17,847.888
200,100,0,1449.57,927.15
0,125,0,1391.47,274.139
25,125,0,1390.15,354.634
50,125,0,1387.91,435.814
75,125,0,1386.55,517.517
100,125,0,1383.55,597.788
125,125,0,1381.15,677.665
150,125,0,1378.59,756.573
175,125,0,1374.6,835.152
200,125,0,1371.6,910.469
