0,0,0,1143.88,270.629
25,0,0,1142.36,349.772
50,0,0,1139.35,429.154
75,0,0,1137.82,509.206
100,0,0,1134.77,588.463
125,0,0,1132.66,666.61
150,0,0,1131.15,745.207
175,0,0,1127.4,821.29
200,0,0,1124.42,897.076
0,25,0,1071.59,258.904
25,25,0,1068.66,340.816
50,25,0,1067.5,422.958
75,25,0,1064.62,505.632
100,25,0,1062.83,587.468
125,25,0,1061.31,668.752
150,25,0,1058.46,748.883
175,25,0,1056.08,828.152
200,25,0,1052.58,905.169
0,50,0,993.662,247.264
25,50,0,992.259,331.728
50,50,0,988.961,416.805
75,50,0,987.185,502.189
100,50,0,985.525,586.362
125,50,0,983.514,669.868
150,50,0,981.779,753.4
175,50,0,979.129,833.575
200,50,0,977.131,913.533
0,75,0,911.208,235.077
25,75,0,908.264,322.392
50,75,0,906.619,409.807
75,75,0,904.482,498.267
100,75,0,902.652,585.312
125,75,0,901.106,671.678
150,75,0,899.875,757.254
175,75,0,897.697,840.356
200,75,0,896.85,922.506
0,100,0,823.284,222.389
25,100,0,820.433,312.598
50,100,0,818.22,403.352
75,100,0,816.438,493.856
100,100,0,814.68,583.619
125,100,0,813.51,673.158
150,100,0,812.765,760.876
175,100,0,812.211,846.675
200,100,0,811.717,931.357
0,125,0,729.416,208.415
25,125,0,726.831,302.919
50,125,0,725.12,395.91
75,125,0,723.291,489.722
100,125,0,722.231,582.715
125,125,0,721.385,674.372
150,125,0,721.24,764.844
175,125,0,720.953,853.368
200,125,0,721.519,940.215
