0,0,0,772.938,157.569
48,0,0,706.737,170.453
96,0,0,646.842,181.473
144,0,0,592.636,191.838
192,0,0,543.201,200.842
0,48,0,774.081,230.514
48,48,0,707.839,239.366
96,48,0,648.373,247.555
144,48,0,594.247,254.527
192,48,0,545.265,261.096
0,96,0,775.457,302.555
48,96,0,709.431,308.049
96,96,0,650.179,312.634
144,96,0,596.158,316.931
192,96,0,546.975,320.724
0,144,0,777.266,374.468
48,144,0,711.435,376.088
96,144,0,651.974,377.479
144,144,0,598.267,379.035
192,144,0,548.915,380.189
0,192,0,779.394,445.711
48,192,0,713.7,443.765
96,192,0,653.99,442.101
144,192,0,600.507,440.394
192,192,0,550.88,438.915
0,240,0,782.183,517.552
48,240,0,716.232,512.027
96,240,0,657.037,506.549
144,240,0,602.704,502.398
192,240,0,553.332,498.524
0,288,0,785.182,589.439
48,288,0,719.389,579.884
96,288,0,659.586,572.082
144,288,0,605.436,564.305
192,288,0,555.611,557.482
