0,0,0,454.875,203.013
48,0,0,410.711,197.589
96,0,0,362.154,191.715
144,0,0,308.352,184.465
192,0,0,248.564,176.612
0,48,0,457.08,263.524
48,48,0,412.765,261.334
96,48,0,364.624,257.931
144,48,0,310.977,254.739
192,48,0,251.898,250.707
0,96,0,458.253,323.896
48,96,0,414.732,324.015
96,96,0,366.648,324.279
144,96,0,313.843,323.844
192,96,0,254.775,324.043
0,144,0,460.036,383.709
48,144,0,416.575,386.826
96,144,0,368.529,389.538
144,144,0,316.033,392.803
192,144,0,257.462,396.13
0,192,0,461.777,443.515
48,192,0,418.325,448.531
96,192,0,370.662,454.568
144,192,0,318.095,460.724
192,192,0,259.553,468.359
0,240,0,463.176,502.613
48,240,0,419.998,510.72
96,240,0,372.187,519.417
144,240,0,319.719,529.362
192,240,0,261.285,540.506
0,288,0,465.281,562.741
48,288,0,421.511,572.529
96,288,0,373.725,584.636
144,288,0,321.23,597.856
192,288,0,262.648,612.704
