0,0,0,636.976,200.841
48,0,0,577.148,211.898
96,0,0,522.513,221.996
144,0,0,472.424,231.253
192,0,0,426.336,239.77
0,48,0,639.007,272.372
48,48,0,579.257,280.162
96,48,0,524.679,287.276
144,48,0,474.631,293.801
192,48,0,428.57,299.805
0,96,0,641.027,343.48
48,96,0,581.354,348.038
96,96,0,526.834,352.203
144,96,0,476.826,356.024
192,96,0,430.793,359.54
0,144,0,643.034,414.166
48,144,0,583.439,415.532
96,144,0,528.976,416.779
144,144,0,479.01,417.924
192,144,0,433.005,418.978
0,192,0,645.029,484.436
48,192,0,585.513,482.645
96,192,0,531.108,481.008
144,192,0,481.182,479.505
192,192,0,435.206,478.121
0,240,0,647.013,554.293
48,240,0,587.575,549.382
96,240,0,533.228,544.891
144,240,0,483.344,540.769
192,240,0,437.396,536.972
0,288,0,648.985,623.741
48,288,0,589.625,615.745
96,288,0,535.336,608.432
144,288,0,485.494,601.717
192,288,0,439.575,595.532
