0,0,0,564.312,564.858
48,0,0,715.281,582.496
96,0,0,851.751,598.44
144,0,0,975.716,612.922
192,0,0,1088.82,626.136
0,48,0,570.546,712.03
48,48,0,721.273,722.25
96,48,0,857.517,731.487
144,48,0,981.272,739.878
192,48,0,1094.18,747.533
0,96,0,576.787,859.351
48,96,0,727.27,862.138
96,96,0,863.289,864.656
144,96,0,986.833,866.944
192,96,0,1099.54,869.031
0,144,0,583.033,1006.82
48,144,0,733.274,1002.16
96,144,0,869.066,997.947
144,144,0,992.398,994.121
192,144,0,1104.91,990.63
0,192,0,589.287,1154.44
48,192,0,739.283,1142.32
96,192,0,874.848,1131.36
144,192,0,997.969,1121.41
192,192,0,1110.28,1112.33
0,240,0,595.546,1302.21
48,240,0,745.298,1282.61
96,240,0,880.635,1264.89
144,240,0,1003.54,1248.81
192,240,0,1115.66,1234.13
0,288,0,601.812,1450.13
48,288,0,751.318,1423.03
96,288,0,886.428,1398.55
144,288,0,1009.12,1376.32
192,288,0,1121.04,1356.04
