0,0,0,1294.46,614.595
48,0,0,1395.87,586.3
96,0,0,1510.25,554.385
144,0,0,1640.27,518.11
192,0,0,1789.35,476.515
0,48,0,1299.22,738.223
48,48,0,1400.89,717.364
96,48,0,1515.57,693.837
144,48,0,1645.9,667.097
192,48,0,1795.34,636.438
0,96,0,1303.99,861.786
48,96,0,1405.92,848.354
96,96,0,1520.87,833.207
144,96,0,1651.53,815.99
192,96,0,1801.33,796.251
0,144,0,1308.75,985.283
48,144,0,1410.93,979.272
96,144,0,1526.18,972.493
144,144,0,1657.15,964.788
192,144,0,1807.32,955.955
0,192,0,1313.51,1108.71
48,192,0,1415.95,1110.12
96,192,0,1531.48,1111.7
144,192,0,1662.78,1113.49
192,192,0,1813.3,1115.55
0,240,0,1318.26,1232.08
48,240,0,1420.96,1240.89
96,240,0,1536.78,1250.82
144,240,0,1668.39,1262.1
192,240,0,1819.28,1275.04
0,288,0,1323.02,1355.38
48,288,0,1425.97,1371.58
96,288,0,1542.07,1389.85
144,288,0,1674.01,1410.62
192,288,0,1825.25,1434.42
