0,0,0,248.816,176.902
48,0,0,306.886,185.77
96,0,0,363.309,192.746
144,0,0,411.824,197.51
192,0,0,455.351,203.483
0,48,0,250.306,252.152
48,48,0,311.184,254.789
96,48,0,365.481,255.814
144,48,0,414.839,263.635
192,48,0,456.079,264.661
0,96,0,255.528,324.334
48,96,0,315.218,322.644
96,96,0,368.264,326.118
144,96,0,415.296,323.996
192,96,0,462.14,326.575
0,144,0,256.663,397.117
48,144,0,316.721,393.207
96,144,0,367.37,391.721
144,144,0,419.377,390.189
192,144,0,459.113,384.441
0,192,0,260.921,470.717
48,192,0,317.429,462.12
96,192,0,373.672,456.435
144,192,0,419.619,444.685
192,192,0,462.726,441.903
0,240,0,261.396,540.524
48,240,0,319.62,530.468
96,240,0,374.435,517.333
144,240,0,420.435,510.888
192,240,0,462.424,503.338
0,288,0,262.642,612.824
48,288,0,321.397,597.558
96,288,0,375.593,585.943
144,288,0,423.251,570.816
192,288,0,464.109,563.607
