0,0,0,337.449,240.94
48,0,0,289.359,234.622
96,0,0,235.78,228.377
144,0,0,176.625,220.642
192,0,0,110.609,212.233
0,48,0,339.608,301.755
48,48,0,291.364,298.969
96,48,0,238.478,295.724
144,48,0,179.781,291.649
192,48,0,114.387,287.501
0,96,0,341.332,362.621
48,96,0,293.621,362.475
96,96,0,241.432,362.387
144,96,0,182.912,361.945
192,96,0,117.654,361.823
0,144,0,343.164,422.551
48,144,0,295.743,425.273
96,144,0,243.651,428.028
144,144,0,185.364,431.325
192,144,0,120.883,435.112
0,192,0,345.48,482.748
48,192,0,297.707,487.574
96,192,0,245.573,493.833
144,192,0,187.627,500.542
192,192,0,123.03,508.008
0,240,0,346.508,541.634
48,240,0,298.97,549.816
96,240,0,247.55,559.141
144,240,0,189.459,569.797
192,240,0,125.152,581.357
0,288,0,347.8,601.585
48,288,0,300.77,612.492
96,288,0,248.987,625.324
144,288,0,191.035,639.128
192,288,0,126.601,654.375
