0,0,0,543.265,202.578
48,0,0,591.769,194.621
96,0,0,647.472,183.676
144,0,0,706.734,171.894
192,0,0,772.287,158.587
0,48,0,545.154,262.675
48,48,0,594.366,256.468
96,48,0,648.888,248.323
144,48,0,707.766,240.993
192,48,0,774.3,232.202
0,96,0,547.93,323.261
48,96,0,595.967,318.698
96,96,0,651.189,315.325
144,96,0,708.755,310.703
192,96,0,775.951,304.453
0,144,0,549.37,381.268
48,144,0,598.306,380.728
96,144,0,652.585,378.562
144,144,0,711.312,377.468
192,144,0,778.086,375.839
0,192,0,551.088,441.419
48,192,0,600.482,442.013
96,192,0,652.948,443.144
144,192,0,714.365,444.747
192,192,0,779.253,447.259
0,240,0,553.407,500.043
48,240,0,601.355,502.507
96,240,0,655.832,510.052
144,240,0,716.028,513.365
192,240,0,783.221,518.838
0,288,0,556.398,560.385
48,288,0,605.606,566.536
96,288,0,659.71,574.412
144,288,0,718.633,582.666
192,288,0,785.782,591.495
