0,0,0,248.386,178.294
48,0,0,306.911,187.518
96,0,0,362.274,193.453
144,0,0,411.267,198.918
192,0,0,454.698,204.637
0,48,0,250.876,253.252
48,48,0,310.7,256.355
96,48,0,364.788,259.163
144,48,0,412.759,263.432
192,48,0,456.458,265.342
0,96,0,254.701,325.912
48,96,0,313.83,325.104
96,96,0,367.396,327.314
144,96,0,414.206,326.362
192,96,0,460.221,327.495
0,144,0,257.024,398.392
48,144,0,316.09,394.952
96,144,0,367.415,392.6
144,144,0,417.535,390.775
192,144,0,459.919,385.509
0,192,0,259.22,469.965
48,192,0,317.365,463.315
96,192,0,371.513,456.775
144,192,0,419.129,448.549
192,192,0,460.415,442.784
0,240,0,260.769,542.379
48,240,0,319.444,531.936
96,240,0,371.813,520.754
144,240,0,418.577,512.253
192,240,0,462.932,504.948
0,288,0,262.256,614.624
48,288,0,320.792,600.023
96,288,0,374.554,587.637
144,288,0,421.542,574.43
192,288,0,465.256,566.919
