0,0,0,871.256,570.599
48,0,0,1010.09,590.532
96,0,0,1132.81,611.515
144,0,0,1243.73,629.959
192,0,0,1346.93,644.685
0,48,0,876.078,722.224
48,48,0,1014.19,735.793
96,48,0,1138.58,745.702
144,48,0,1249.88,759.559
192,48,0,1349.56,768.637
0,96,0,882.182,872.437
48,96,0,1018.66,877.483
96,96,0,1142.35,883.257
144,96,0,1253.26,885.817
192,96,0,1354.35,890.764
0,144,0,887.501,1021.37
48,144,0,1023.73,1019.21
96,144,0,1146.02,1016.58
144,144,0,1256.23,1013.56
192,144,0,1358.23,1011.91
0,192,0,892.94,1170.2
48,192,0,1028.26,1159.43
96,192,0,1149.52,1149.86
144,192,0,1260.91,1141.64
192,192,0,1360.51,1132.98
0,240,0,898.237,1316.68
48,240,0,1032.58,1299.05
96,240,0,1154.91,1282.42
144,240,0,1264.82,1268.72
192,240,0,1365.45,1254.49
0,288,0,902.852,1463.78
48,288,0,1037.6,1437.94
96,288,0,1158.82,1415.76
144,288,0,1268.96,1393.68
192,288,0,1368.53,1375.78
