48,48,0,1576.68,1378.93
96,48,0,1694.83,1395.68
144,48,0,1828.71,1414.72
192,48,0,1980.89,1436.45
240,48,0,2155.57,1461.08
48,96,0,1573.44,1255.66
96,96,0,1691.59,1264.92
144,96,0,1825.37,1275.52
192,96,0,1977.77,1287.61
240,96,0,2152.62,1301.5
48,144,0,1570.27,1132.15
96,144,0,1688.51,1133.94
144,144,0,1822.23,1136
192,144,0,1974.71,1138.39
240,144,0,2149.71,1141.02
48,192,0,1567.11,1008.22
96,192,0,1685.25,1002.49
144,192,0,1819.19,996.111
192,192,0,1971.75,988.617
240,192,0,2146.95,980.228
48,240,0,1563.93,883.756
96,240,0,1682.29,870.473
144,240,0,1816.26,855.459
192,240,0,1969.04,838.257
240,240,0,2144.19,818.557
48,288,0,1560.86,758.741
96,288,0,1679.36,737.759
144,288,0,1813.47,714.081
192,288,0,1966.33,687.065
240,288,0,2141.53,656.208
48,336,0,1558.07,633.028
96,336,0,1676.55,604.457
144,336,0,1810.73,572.056
192,336,0,1963.63,535.217
240,336,0,2138.9,493.065
